name,model_predict,avg_prob,index
88tees,運動/休閒娛樂,0.70196867,667228
88脆皮雞蛋糕 豐原店,餐飲,0.8269619,677394
88麻辣鍋 重愛分店,餐飲,0.81802666,670587
8am digital,生活繳費,0.40292847,652254
8ztnm3 zenmarket,其他,0.7914867,651638
8丼咖哩食堂,餐飲,0.7812603,665891
8兄弟雞蛋糕,餐飲,0.8199894,683295
8加2魯肉飯,餐飲,0.8033843,670155
8鍋小火鍋 淡水沙崙店,餐飲,0.81915617,653093
8鍋小火鍋(沙崙店,餐飲,0.8170568,648095
8鍋臭臭鍋 (民雄中樂店,餐飲,0.822955,683594
9 to 5 vintage llc,百貨,0.48397005,692134
"9,591(01/03期",其他,0.7724529,660297
9001-siam c con-par,超商超市量販,0.46696043,653529
90548370 app italot,交通汽修,0.6780233,690889
907,醫療保健/美容,0.35597417,649154
911健康蔬食,網購,0.3540904,691987
917好事咖啡創意廚房,餐飲,0.82621545,699559
91°n cafe nati,餐飲,0.81685466,666921
923就愛傘,一般購物,0.574475,672769
92858756 app italot,旅遊,0.7421758,690396
92b5a9,加油,0.8160813,659734
92learns,餐飲,0.6014171,660955
92度半咖啡 (屏東東港號,餐飲,0.8079325,678021
92度半咖啡 (楠梓德祥店,餐飲,0.8209615,686102
92度半咖啡 (高雄林園號,餐飲,0.821977,687741
92度半咖啡 〔 莒光號,餐飲,0.8159759,681572
92度半咖啡 台中昇平號,餐飲,0.81560737,659578
92度半咖啡 台南永康號,餐飲,0.81815195,687438
92度半咖啡 復興號,餐飲,0.8211586,693356
93xe4dkvv2,3C,0.5446867,669681
941labs llc,餐飲,0.5803058,697218
947修手機 台北信義維修總部,生活繳費,0.55022824,683736
94monster【94怪,運動/休閒娛樂,0.61296237,658351
94生活團購,餐飲,0.7852328,697861
97 closet,運動/休閒娛樂,0.32103145,677940
984 wolf,餐飲,0.73571575,677100
988 market,加油,0.55121607,649885
9896_surfers_paradi,飯店住宿,0.8480234,694777
99 ranch #1005,餐飲,0.555886,665952
99 ranch #1038,超商超市量販,0.7551427,665778
99 ranch #1105,超商超市量販,0.774209,684506
99 ranch 1051,超商超市量販,0.75120276,674300
99 ranch 1686,超商超市量販,0.7631507,657080
9903-9565-a101 tip,超商超市量販,0.44616032,681345
999 minimart,交通汽修,0.5682075,681583
99ranchmarket,超商超市量販,0.7551427,679938
9hy2yq3hj2,旅遊,0.41300976,688671
9m cande,加油,0.6605698,674991
9y4yo9 zenmarket,網購,0.6407129,683892
9號石岩室,保險,0.41736197,679153
9號迴廊茶飲 2,餐飲,0.7569897,660995
a * lepanto instit,教育學費,0.47738564,676656
a and more,加油,0.7073579,698142
a and p sport-muang,一般購物,0.60176927,653669
a beautiful day,餐飲,0.735981,685788
a bread affair,餐飲,0.77314585,677577
a f canada gifts,一般購物,0.76730496,667211
a fabrica do camino,交通汽修,0.6104921,694035
a hassle-free refun,加油,0.77330935,693276
a la carte (times s,餐飲,0.817918,652935
a land of pygmies t,餐飲,0.58149815,684674
a ma maniere,一般購物,0.64129364,672227
a plus pr & adverti,網購,0.7664161,667339
a pong 雲廚,餐飲,0.8212713,693049
a s fam oy / ravint,餐飲,0.8288734,697319
a sa 手作蛋,餐飲,0.66648424,668700
a updater japan,餐飲,0.5885449,693516
a w 0580/awdn1,一般購物,0.5395971,684659
a w 0701,生活繳費,0.62333256,675880
a w makiminato,一般購物,0.6127882,685307
a w nago,餐飲,0.7741911,684849
a w naha airport,交通汽修,0.7851487,680339
a w store 0579,百貨,0.64773417,661516
a yo yo asam manis,餐飲,0.79053,682173
a&amp;d,3C,0.48833555,666939
a++大腸麵線 金牌肉燥飯,餐飲,0.82516104,669780
a+早餐店,餐飲,0.81769913,695508
a-1 bakery co ltd,餐飲,0.81372064,658456
a-1小林海鮮(南寮漁港,餐飲,0.78167033,657551
a-bao 阿寶晨食館 新市中正,餐飲,0.8101064,671480
a-bao早午餐 義大利麵,餐飲,0.82618093,652005
a-bao阿寶 (高雄高醫店,餐飲,0.8275959,648951
a-dragon b.v,百貨,0.59271044,648322
a-nice,一般購物,0.6226123,674872
a-nook the front mo,餐飲,0.7677621,655048
a-roy thai rest(thr,醫療保健/美容,0.34080526,673814
a.c. perchs the,餐飲,0.8210496,691929
a.n.a-parque estaci,加油,0.6137486,652157
a.petsas sons ltd,交通汽修,0.7523087,678196
a.s. hair beauty,百貨,0.7930769,650420
a.s. matosinhos n,加油,0.782393,699724
a1 coffee 德,餐飲,0.7948189,678583
a1 hair salon,百貨,0.7770805,698479
a112688,超商超市量販,0.71968025,669002
a22阿發海鮮餐廳,餐飲,0.82514894,660888
a26奕番生魚片(富基漁港,加油,0.63873893,687710
a2z foods pty ltd,網購,0.37329462,684961
a4 egilsstadir,一般購物,0.5552111,649241
a43-la maurienne,交通汽修,0.7833163,685334
a611204,餐飲,0.56392497,694323
aa23jn68cg5g,網購,0.79948366,675042
aa32y32jfh7j,網購,0.29659852,651141
aaa toys and coll,其他,0.40283987,660056
aaa tx membership w,餐飲,0.5141843,653421
aaai,超商超市量販,0.37356478,673722
aab india restauran,餐飲,0.8254027,674253
aaea,醫療保健/美容,0.5542304,665518
aafes lewis pendles,一般購物,0.7713868,680213
aafricaa alfred mal,醫療保健/美容,0.5602861,697264
aandf country azumi,飯店住宿,0.6878105,673898
aandwmisato,餐飲,0.81566894,660126
aasu air,交通汽修,0.80769193,663511
aat,醫療保健/美容,0.60005987,698887
aatb,餐飲,0.41340247,668229
ab * wootechy,生活繳費,0.6350758,666766
ab v skan,超商超市量販,0.5527111,668747
ab* abebooks.co jj,教育學費,0.5721776,680346
ab* abebooks.co jjg,教育學費,0.47638428,697913
ab* abebooks.co jld,教育學費,0.63512,691101
ab* abebooks.co jy,教育學費,0.49559972,683303
ab* abebooks.co jyi,教育學費,0.60944194,691368
ab* abebooks.co k3k,餐飲,0.34160763,657038
ab* abebooks.co kx,超商超市量販,0.41852775,698884
ab* abebooks.fr jo,加油,0.73308885,658429
ab* abebooks.uk jjh,網購,0.5414708,684172
ab_marni_528,百貨,0.2847834,670858
ab_petralona,一般購物,0.45839167,664157
abaca food group in,餐飲,0.82408065,695307
abades merida,網購,0.77153987,682163
abanhotelkyouto,超商超市量販,0.4473914,698854
abbey wood sst,餐飲,0.43475577,675392
abbigliamento laura,加油,0.40704674,657747
abbinewyork,教育學費,0.5567913,685953
abbotsford otr,醫療保健/美容,0.42974594,663221
abc #14 hawaii,餐飲,0.50356185,648850
abc #21 hawaii,網購,0.6438436,677189
abc #33 hawaii,其他,0.5921102,665697
abc #65 hawaii,其他,0.7844808,662887
abc 33 hawaii,百貨,0.7619969,655299
abc 80 hawaii,超商超市量販,0.77416676,686381
abc hotel,旅遊,0.5572685,670154
abc mart cocoonsint,一般購物,0.6904719,676676
abc mart gskuzuhama,一般購物,0.66140616,650626
abc mart moruenakaj,餐飲,0.7904432,650237
abc mart shintokoro,一般購物,0.5368821,695970
abc mart socolamina,一般購物,0.6236553,683828
abc mart toyamayamu,一般購物,0.73874813,694641
abc mart yume town,百貨,0.8158442,658197
abc martsunpopmachi,一般購物,0.5483214,663696
abc martuenomaruite,一般購物,0.632056,686765
abc suomussalmi,餐飲,0.7580299,654586
abc*30974-trufit,醫療保健/美容,0.503971,662377
abcmartlalaterracem,百貨,0.7719802,665075
abcmartshizuokaparc,百貨,0.31673825,671803
abcmartyumatowntoku,餐飲,0.7904432,688921
abcya| kids edu gam,交通汽修,0.45688975,677881
abdul rashid sofi,超商超市量販,0.7305423,655520
abe & louie's bosto,餐飲,0.6474808,660108
abekamabokoten,餐飲,0.8223957,671959
abeno takotubo air,餐飲,0.7597506,677365
abenorushiasu,超商超市量販,0.37665293,668204
abest cube nahakoku,飯店住宿,0.7989764,657237
abhotelgifu,超商超市量販,0.52307516,660203
abiy s kitchen,餐飲,0.60764545,670208
about a bed hostel,百貨,0.777522,654935
absolute grand-1,網購,0.41267017,669174
absolutto bar e caf,餐飲,0.7831929,696685
absyntapart,超商超市量販,0.60449564,666998
abtpct.com,運動/休閒娛樂,0.66686255,695879
aburayahonten,其他,0.7470062,693316
aburi @jewel,百貨,0.5887847,688172
aburi sushi,餐飲,0.8315318,686906
aburi-en,一般購物,0.52138454,671391
aburidainingyaichat,數位影音串流,0.4566757,692127
aburihyakkan akiba,超商超市量販,0.6111272,681423
aburiya odoribisse,餐飲,0.6181199,665743
ac by marriott manc,一般購物,0.44535702,667325
ac hotel gijon foh,一般購物,0.80739534,652025
ac waiheke backpack,網購,0.49577606,649924
acacia hotel davao,運動/休閒娛樂,0.5304651,683470
academy found. nic,交通汽修,0.72134936,673339
academy museum tick,一般購物,0.43510833,682934
academy sports #37,一般購物,0.78309304,667279
acavestore,一般購物,0.65255433,685896
acc mall,其他,0.39102846,677282
acca by ema air,醫療保健/美容,0.70929533,688566
accents home furnit,超商超市量販,0.4770049,659528
access tobunikko 2,其他,0.6033484,687015
accesslinedirectsho,其他,0.8135416,657119
accessories shippo,一般購物,0.61554486,676611
accessorize heathro,一般購物,0.78545237,699650
acctdv.com,超商超市量販,0.41299224,696365
ace cat 艾思,一般購物,0.66573,688461
ace hardware calamb,一般購物,0.7852661,696363
ace hardware sm ba,一般購物,0.6024272,649411
ace hardware-daan m,家居修繕,0.76902777,673855
acer sm moa,數位影音串流,0.5789674,693817
acestudio,數位影音串流,0.789172,656710
acetaia sarti maria,加油,0.8077215,674855
acgih,一般購物,0.734075,675337
acherar,醫療保健/美容,0.38895947,648262
achille al pantheon,一般購物,0.648452,664795
achilleswebshop,一般購物,0.27914366,658598
acme 4723,餐飲,0.7631262,676510
acme de la vie,運動/休閒娛樂,0.5404727,660722
acme fire cult,餐飲,0.8190678,652809
aco media sdn bhd,網購,0.7134503,662249
acommerce co. ltd,網購,0.6751157,675112
acoop forrest,醫療保健/美容,0.6402073,696903
acoron shinjuku,餐飲,0.8035517,683584
acoustic hotel & sp,飯店住宿,0.58623505,693965
acoustica inc,數位影音串流,0.54813826,694007
acoustiguide ltd,運動/休閒娛樂,0.32207853,697532
acqua dolce,加油,0.46571463,667893
acrossmall kasuga,一般購物,0.51042837,666694
acstraduction,網購,0.57604,677614
act*beckmanasb885,其他,0.54672444,655690
act*gotorace,運動/休閒娛樂,0.61969846,650583
actif vanves,一般購物,0.52928096,677767
action 1148,交通汽修,0.60538816,677041
actionvfx,數位影音串流,0.66254306,672358
actornotact,網購,0.6098467,656396
actssyopu sb,教育學費,0.6959226,669802
actus kawasaki,交通汽修,0.81249654,698477
ad delhaize leuven,一般購物,0.7104051,656815
ad ma123 ac bcs,教育學費,0.48185587,662165
ad21,數位影音串流,0.3295632,691198
ada*vending machine,餐飲,0.5740781,668128
adachiya pg,超商超市量販,0.6119814,674375
adagio a,餐飲,0.5060316,688653
adagio access stutt,加油,0.7388186,656756
adairs sylvia park,一般購物,0.38303357,683031
adamo amp vicci,一般購物,0.62432647,667061
adanokinawa,餐飲,0.7680676,692851
adarsh kaur,醫療保健/美容,0.27188697,668709
adega sao nicolau,餐飲,0.80573595,673176
adehar.com,一般購物,0.43902662,696253
adeidasufoami/nfc,生活繳費,0.4030169,689743
adela服飾,家居修繕,0.55625683,694358
adele,餐飲,0.7174055,668464
ader,百貨,0.59929276,689740
adesso,一般購物,0.73755836,657751
adh entertainment p,百貨,0.34376606,695743
adibayu-kkia,生活繳費,0.5118611,666711
adimulia hotel,飯店住宿,0.87865037,654762
adirasa art shop mb,一般購物,0.7407643,652381
adjective central w,加油,0.5615133,685729
admin communale pet,其他,0.7053175,684112
admiral motel,交通汽修,0.74469733,679427
admission id,教育學費,0.70610285,676924
admission reception,運動/休閒娛樂,0.4966322,686463
ado mediterrane del,加油,0.71898293,648600
adobe acrobat pro,數位影音串流,0.61978143,664099
adonis griffintown,醫療保健/美容,0.31670284,665263
adooq bioscience l,醫療保健/美容,0.4746522,664903
ador,一般購物,0.7390218,679305
ador soap co,餐飲,0.52243257,664333
adp roissy,醫療保健/美容,0.33306044,692819
adrift anapauo,其他,0.76276594,655743
ads*2cklakftn2,網購,0.3338845,698037
ads*2l295jphd2,3C,0.5091648,694438
ads*3hhwugpn72,其他,0.7975742,660207
ads*4jbhakfwj2,生活繳費,0.4960431,694508
ads*6gh32ktvp2,醫療保健/美容,0.4832471,694429
ads*6gxxlgkg22,其他,0.49077475,682100
ads*6rj7sjtlf2,其他,0.49405852,687390
ads*7ujkujfxq2,其他,0.5032726,685480
ads*92l8ujkxc2,3C,0.36474198,694365
ads*95y28hf2b2,其他,0.45127824,694241
ads*9qzh9lx9r2,生活繳費,0.32675546,674266
ads*a5lcck7nn2,3C,0.48686838,694381
ads*bqhtpgx582,交通汽修,0.65964884,694239
ads*ce4uclkrx2,生活繳費,0.6800444,694554
ads*csjszjxxq2,其他,0.63074344,662495
ads*e72gek37f2,3C,0.44714147,694461
ads*eyz22k7ug2,其他,0.48200393,650700
ads*fhr45k3uh2,生活繳費,0.48244268,659333
ads*ggyk4h3xd2,其他,0.45508265,696464
ads*h3uplktdt2,網購,0.37056768,694217
ads*hrgy7j7dl2,教育學費,0.7492325,651332
ads*humnyj7xy2,其他,0.785512,694263
ads*kj7fakpsn2,教育學費,0.78024656,694446
ads*kp933jpzb2,運動/休閒娛樂,0.49030313,694426
ads*kqe94k7nk2,其他,0.61936224,693209
ads*ktmqbjt9x2,超商超市量販,0.3123335,691940
ads*lsh5fj74t2,交通汽修,0.39610228,694570
ads*mhdj6kknq2,3C,0.40810236,694617
ads*mqscxgtv22,一般購物,0.4422686,687962
ads*mw5qzj3su2,加油,0.5271169,656166
ads*nj9c9jbxv2,生活繳費,0.46211118,652616
ads*nntbdh3ka2,生活繳費,0.53536874,652104
ads*q6b9blphr2,其他,0.43706715,694281
ads*q6rycj36y2,網購,0.74815094,694439
ads*r7x2cj33e2,生活繳費,0.29592156,694348
ads*r8bpsjp7e2,其他,0.7944301,694361
ads*rxss4gfq22,生活繳費,0.47092035,694373
ads*s2srvgf852,其他,0.5810907,694247
ads*sge2dg7pa2,生活繳費,0.38718295,694282
ads*t26c6jfjw2,生活繳費,0.6588355,694579
ads*ubks9jth32,一般購物,0.7364091,670463
ads*vcprrhxmx2,其他,0.6506962,694572
ads*w9e36kf6n2,生活繳費,0.38718295,694355
ads*wfck5jkqd2,其他,0.40100884,696612
ads*x4lqyjb8h2,生活繳費,0.48175144,666329
ads*xm9zzjxep2,一般購物,0.4572906,694474
ads*yktt9gxb72,3C,0.43198085,694380
ads*ymubpk3xy2,其他,0.78840554,676216
ads*yyv6ejpgp2,生活繳費,0.41892493,671821
ads*zu7bfjfyn2,生活繳費,0.5997936,655831
adv4two.com,醫療保健/美容,0.46166825,673892
advantage foods,餐飲,0.8147849,652110
adventure park,運動/休閒娛樂,0.7613322,658880
adventure queenstow,一般購物,0.3638621,651694
ae art s,網購,0.5761033,660448
ae sin,飯店住宿,0.2343811,697448
aeg低脂健康餐,餐飲,0.81637895,673394
aej online store,一般購物,0.5102058,671355
aejoro gas station,一般購物,0.32519993,675126
aeli ggomdagbal,網購,0.72663784,696423
aendeoseukeopi(joo,網購,0.5940452,684137
aeon amagasaki,超商超市量販,0.6875547,684128
aeon big-jaya one,百貨,0.59202635,653030
aeon big-kluang,生活繳費,0.4882763,655170
aeon bukit tinggi,餐飲,0.66012794,665366
aeon cambodia aeon,超商超市量販,0.46271658,654261
aeon dept-kulaijaya,其他,0.8121905,651845
aeon ebetsu,一般購物,0.58959925,674870
aeon kyushu online,超商超市量販,0.3064647,669461
aeon mall ageo,超商超市量販,0.6983753,648026
aeon mall tomigaoka,旅遊,0.57935596,665566
aeon mall tsudanuma,超商超市量販,0.6046091,648948
aeon mall tsuyama,加油,0.37978247,659232
aeon niiza,超商超市量販,0.6589815,655224
aeon nobeoka,一般購物,0.52003837,661774
aeon sakurai,超商超市量販,0.7207129,696851
aeon sapporomotomac,其他,0.31458947,655266
aeon smkt-cheras st,加油,0.5352614,679812
aeon vn bd canary b,醫療保健/美容,0.35357988,689105
aeoncinema theatusc,生活繳費,0.37844026,652639
aeoncinemahinode,網購,0.33701202,663304
aeoncinemaitabashi,教育學費,0.3372124,662159
aeonkyusyuonline,超商超市量販,0.77207464,652876
aeonmall kurashiki,一般購物,0.5075874,648675
aeonmall suzuka,加油,0.5941062,666899
aeonmallokayamadess,超商超市量販,0.39710516,648347
aeonmallota,一般購物,0.7863796,664051
aeonmallyamato,超商超市量販,0.40254346,653052
aeonstyle nishijink,超商超市量販,0.64988136,677328
aeonsupercenter,3C,0.3906798,696964
aerie 2751,其他,0.8287171,651200
aerie 8697,一般購物,0.6187861,674954
aerogogo ae,網購,0.674773,687806
aeroitalia b2b,交通汽修,0.5856459,662631
aeropostale #1125,3C,0.31193355,653036
aeropostale #748,一般購物,0.72053266,688620
aeropostale #838,一般購物,0.32191116,662114
aeropostale 1092,3C,0.31193355,663689
aeropostale 166,教育學費,0.3018312,673576
aeropostale 937,交通汽修,0.78607804,687932
aerorepublica sa,一般購物,0.78305525,694643
aesop fitzroy,百貨,0.60389477,651094
aewol,餐飲,0.62764275,662578
aewon garment emb,一般購物,0.49215472,686723
af minatogawakoen,醫療保健/美容,0.6264066,698290
af ogikubo,餐飲,0.64849204,684318
afeng阿芬 x 鹽酥雞專賣,餐飲,0.83557063,682124
affina beauty spa,一般購物,0.5578739,663056
afghan horsemen res,餐飲,0.749854,657240
afiparc parc guell,加油,0.53942984,697412
afloat leino,醫療保健/美容,0.31980875,663925
african perfection,飯店住宿,0.84280896,696139
afrst msaj sntr llr,生活繳費,0.53075045,668115
aftab haider sl,加油,0.75668854,660655
after you-mbk,百貨,0.7691044,669871
after you-siam para,百貨,0.78672874,672839
after you-the marke,餐飲,0.45875585,692509
afternoonteatearoom,餐飲,0.8209318,667187
ag place-ny,超商超市量販,0.43850112,681410
ag spectacle,加油,0.51011634,672940
ag-25 barcelona,加油,0.6825551,676944
agem sapporo,一般購物,0.41693556,686342
ageo taxi,交通汽修,0.76809025,655585
agezuki,餐飲,0.5975892,678345
agia dinamis ae,餐飲,0.60382915,675755
agip stazione servi,加油,0.8142197,694652
aglio est mychef,加油,0.42682737,652379
agney,外送平台,0.74954903,661707
agr tsiobikas geo,數位影音串流,0.416914,694698
agrebi julien,網購,0.5882172,694090
agricultural corpor,交通汽修,0.5868286,670345
agro dolce,餐飲,0.6617132,661224
agrogarden komagaba,一般購物,0.3616067,677475
agroturismo codula,餐飲,0.78369105,670455
